user_id,obs_id,explanation_mechanism,true_strategy,predicted_strategy,is_correct,confidence,time_taken,survey_question_pos
43,12,SARFA,EnergyPill,Survival,False,Unconfident,41.417,4
43,17,SARFA,EnergyPill,Survival,False,Confident,12.856,6
43,7,OptimalAction,EnergyPill,Survival,False,Neutral,11.587,11
43,10,OptimalAction,EnergyPill,LoseALife,False,Neutral,29.136,8
43,18,OptimalAction,EnergyPill,Survival,False,Confident,13.355,9
43,7,OptimalAction,Survival,Dots,False,Confident,25.559,10
44,0,DatasetSimilarity,Dots,Dots,True,Confident,10.876,4
44,19,DatasetSimilarity,EnergyPill,EnergyPill,True,Confident,9.655,7
44,2,DatasetSimilarity,Survival,Survival,True,Neutral,11.639,6
44,10,DatasetSimilarity,Survival,LoseALife,False,Neutral,12.727,5
44,6,TemporalDecomposition,Dots,Dots,True,Confident,18.906,8
44,4,TemporalDecomposition,Survival,Survival,True,Confident,14.457,11
44,4,TemporalDecomposition,LoseALife,Survival,False,Confident,10.084,10
44,9,TemporalDecomposition,LoseALife,EnergyPill,False,Confident,12.594,9
44,8,SARFA,Dots,EnergyPill,False,Very Confident,21.702,0
44,13,SARFA,Survival,EnergyPill,False,Very Unconfident,20.546,1
44,19,SARFA,Survival,LoseALife,False,Neutral,15.247,3
44,7,SARFA,LoseALife,EnergyPill,False,Confident,18.292,2
44,5,OptimalAction,Dots,Survival,False,Neutral,6.098,14
44,11,OptimalAction,Dots,EnergyPill,False,Neutral,10.597,12
44,16,OptimalAction,Dots,Dots,True,Confident,5.278,15
44,7,OptimalAction,Survival,Survival,True,Neutral,7.584,13
45,5,DatasetSimilarity,Dots,EnergyPill,False,Confident,10.824,7
45,14,DatasetSimilarity,Dots,Dots,True,Confident,12.531,6
45,11,DatasetSimilarity,Survival,EnergyPill,False,Very Confident,12.895,4
45,12,DatasetSimilarity,LoseALife,LoseALife,True,Confident,11.944,5
45,17,TemporalDecomposition,Dots,Dots,True,Confident,14.406,0
45,16,TemporalDecomposition,EnergyPill,Survival,False,Neutral,15.089,1
45,15,TemporalDecomposition,Survival,EnergyPill,False,Confident,8.685,3
45,9,TemporalDecomposition,LoseALife,LoseALife,True,Neutral,22.694,2
45,11,SARFA,Dots,EnergyPill,False,Unconfident,11.935,15
45,17,SARFA,Dots,LoseALife,False,Confident,7.168,13
45,8,SARFA,EnergyPill,Survival,False,Confident,7.85,14
45,12,SARFA,EnergyPill,EnergyPill,True,Unconfident,18.165,12
45,0,OptimalAction,Dots,Dots,True,Neutral,15.177,11
45,0,OptimalAction,EnergyPill,Dots,False,Very Confident,9.929,8
45,9,OptimalAction,EnergyPill,Survival,False,Confident,10.913,9
45,8,OptimalAction,Survival,EnergyPill,False,Neutral,9.472,10
46,1,DatasetSimilarity,Dots,Dots,True,Neutral,10.64,7
46,4,DatasetSimilarity,EnergyPill,Dots,False,Confident,10.161,6
46,7,DatasetSimilarity,EnergyPill,EnergyPill,True,Confident,15.565,5
46,2,DatasetSimilarity,LoseALife,LoseALife,True,Neutral,45.605,4
46,13,TemporalDecomposition,EnergyPill,EnergyPill,True,Neutral,14.878,3
46,14,TemporalDecomposition,EnergyPill,Survival,False,Neutral,17.599,1
46,1,TemporalDecomposition,Survival,Dots,False,Confident,19.289,0
46,2,TemporalDecomposition,Survival,Dots,False,Confident,16.737,2
46,8,SARFA,Dots,EnergyPill,False,Unconfident,23.676,13
46,7,SARFA,Survival,Survival,True,Confident,17.521,12
46,8,SARFA,Survival,Survival,True,Neutral,14.9,15
46,7,SARFA,LoseALife,Dots,False,Neutral,8.177,14
46,18,OptimalAction,Dots,EnergyPill,False,Confident,14.144,8
46,0,OptimalAction,LoseALife,Survival,False,Confident,5.637,11
46,6,OptimalAction,LoseALife,Dots,False,Neutral,9.109,10
46,8,OptimalAction,LoseALife,LoseALife,True,Confident,12.8,9
47,16,DatasetSimilarity,Dots,Dots,True,Confident,40.557,3
47,1,DatasetSimilarity,EnergyPill,EnergyPill,True,Neutral,47.665,0
47,1,DatasetSimilarity,LoseALife,Survival,False,Unconfident,45.045,1
47,17,DatasetSimilarity,LoseALife,Survival,False,Confident,21.749,2
47,18,TemporalDecomposition,Dots,EnergyPill,False,Confident,9.868,15
47,15,TemporalDecomposition,EnergyPill,EnergyPill,True,Confident,28.88,12
47,19,TemporalDecomposition,Survival,Dots,False,Confident,9.716,14
47,7,TemporalDecomposition,LoseALife,LoseALife,True,Confident,25.593,13
47,6,SARFA,Dots,Dots,True,Confident,45.577,8
47,13,SARFA,Dots,LoseALife,False,Unconfident,30.023,10
47,3,SARFA,Survival,EnergyPill,False,Neutral,12.3,11
47,10,SARFA,Survival,Survival,True,Confident,11.101,9
47,0,OptimalAction,EnergyPill,Survival,False,Very Confident,9.854,6
47,14,OptimalAction,EnergyPill,Dots,False,Confident,23.416,4
47,6,OptimalAction,LoseALife,EnergyPill,False,Unconfident,37.317,5
47,17,OptimalAction,LoseALife,Dots,False,Very Unconfident,26.4,7
48,8,DatasetSimilarity,Survival,Dots,False,Neutral,11.227,3
48,16,DatasetSimilarity,Survival,LoseALife,False,Confident,17.144,2
48,5,DatasetSimilarity,LoseALife,LoseALife,True,Very Confident,10.871,1
48,16,DatasetSimilarity,LoseALife,LoseALife,True,Very Confident,12.439,0
48,7,TemporalDecomposition,EnergyPill,Dots,False,Neutral,12.429,15
48,8,TemporalDecomposition,EnergyPill,Dots,False,Unconfident,4.659,14
48,17,TemporalDecomposition,EnergyPill,LoseALife,False,Unconfident,4.876,13
48,18,TemporalDecomposition,Survival,Survival,True,Neutral,6.213,12
48,6,SARFA,EnergyPill,LoseALife,False,Confident,8.992,5
48,9,SARFA,EnergyPill,Survival,False,Neutral,5.228,6
48,9,SARFA,Survival,EnergyPill,False,Unconfident,23.332,4
48,11,SARFA,LoseALife,Dots,False,Unconfident,5.8,7
48,13,OptimalAction,Dots,LoseALife,False,Unconfident,9.174,9
48,10,OptimalAction,EnergyPill,Survival,False,Neutral,13.499,10
48,9,OptimalAction,LoseALife,LoseALife,True,Unconfident,7.351,11
48,10,OptimalAction,LoseALife,Survival,False,Neutral,20.082,8
49,7,DatasetSimilarity,Dots,EnergyPill,False,Very Confident,16.271,5
49,15,DatasetSimilarity,EnergyPill,EnergyPill,True,Very Confident,10,4
49,18,DatasetSimilarity,EnergyPill,EnergyPill,True,Very Confident,11.254,6
49,10,DatasetSimilarity,LoseALife,Survival,False,Very Confident,13.455,7
49,17,TemporalDecomposition,Dots,EnergyPill,False,Very Confident,13.062,2
49,2,TemporalDecomposition,EnergyPill,EnergyPill,True,Very Confident,11.568,3
49,4,TemporalDecomposition,LoseALife,EnergyPill,False,Confident,33.496,0
49,9,TemporalDecomposition,LoseALife,EnergyPill,False,Confident,15.342,1
49,5,SARFA,Dots,Survival,False,Very Confident,14.576,13
49,6,SARFA,Dots,Dots,True,Very Confident,8.5,15
49,17,SARFA,EnergyPill,Survival,False,Very Confident,34.895,12
49,4,SARFA,Survival,Dots,False,Very Confident,21.638,14
49,3,OptimalAction,Dots,Survival,False,Very Confident,12.373,8
49,5,OptimalAction,Dots,Survival,False,Very Confident,9.232,9
49,4,OptimalAction,EnergyPill,Survival,False,Very Confident,10.054,10
49,13,OptimalAction,LoseALife,Survival,False,Very Confident,11.16,11
50,17,DatasetSimilarity,EnergyPill,LoseALife,False,Unconfident,17.385,5
50,0,DatasetSimilarity,Survival,Survival,True,Neutral,24.375,4
50,12,DatasetSimilarity,Survival,LoseALife,False,Very Confident,16.087,7
50,13,DatasetSimilarity,Survival,EnergyPill,False,Unconfident,19.054,6
50,3,TemporalDecomposition,Dots,EnergyPill,False,Unconfident,23.086,0
50,11,TemporalDecomposition,EnergyPill,Dots,False,Confident,20.879,1
50,4,TemporalDecomposition,Survival,Survival,True,Neutral,10.655,2
50,6,TemporalDecomposition,LoseALife,EnergyPill,False,Unconfident,14.09,3
50,3,SARFA,Dots,Dots,True,Very Unconfident,2.55,10
50,2,SARFA,Survival,LoseALife,False,Very Unconfident,20.052,8
50,1,SARFA,LoseALife,EnergyPill,False,Very Unconfident,5.188,9
50,6,SARFA,LoseALife,Survival,False,Very Unconfident,5.831,11
50,4,OptimalAction,Dots,LoseALife,False,Very Confident,11.264,15
50,10,OptimalAction,Dots,LoseALife,False,Very Confident,7.864,14
50,18,OptimalAction,EnergyPill,LoseALife,False,Confident,11.076,12
50,12,OptimalAction,LoseALife,EnergyPill,False,Very Confident,11.801,13
51,3,DatasetSimilarity,Dots,EnergyPill,False,Unconfident,25,14
51,7,DatasetSimilarity,Dots,EnergyPill,False,Neutral,14.156,15
51,18,DatasetSimilarity,Dots,EnergyPill,False,Confident,15.65,13
51,17,DatasetSimilarity,EnergyPill,LoseALife,False,Neutral,19.629,12
51,12,TemporalDecomposition,Dots,EnergyPill,False,Confident,17.282,2
51,19,TemporalDecomposition,Dots,Survival,False,Neutral,24.587,0
51,15,TemporalDecomposition,EnergyPill,Dots,False,Unconfident,25.28,3
51,5,TemporalDecomposition,LoseALife,LoseALife,True,Confident,18.377,1
51,2,SARFA,Dots,EnergyPill,False,Unconfident,20.862,9
51,15,SARFA,Dots,EnergyPill,False,Unconfident,20.282,10
51,1,SARFA,Survival,LoseALife,False,Very Unconfident,31.445,11
51,0,SARFA,LoseALife,Survival,False,Unconfident,28.021,8
51,10,OptimalAction,Dots,LoseALife,False,Confident,18.778,7
51,9,OptimalAction,EnergyPill,Survival,False,Confident,14.397,6
51,10,OptimalAction,Survival,Dots,False,Very Unconfident,31.273,4
51,17,OptimalAction,Survival,EnergyPill,False,Unconfident,23.755,5
52,9,DatasetSimilarity,Dots,EnergyPill,False,Confident,15.002,3
52,11,DatasetSimilarity,Survival,Survival,True,Confident,20.174,1
52,15,DatasetSimilarity,Survival,Survival,True,Confident,35.082,2
52,2,DatasetSimilarity,LoseALife,EnergyPill,False,Confident,30.726,0
52,11,TemporalDecomposition,Dots,EnergyPill,False,Confident,31.802,4
52,19,TemporalDecomposition,Dots,EnergyPill,False,Neutral,16.397,7
52,15,TemporalDecomposition,EnergyPill,LoseALife,False,Neutral,17.298,5
52,4,TemporalDecomposition,Survival,Dots,False,Confident,11.859,6
52,14,SARFA,EnergyPill,Dots,False,Unconfident,20.345,10
52,11,SARFA,Survival,LoseALife,False,Unconfident,42.98,8
52,15,SARFA,Survival,Survival,True,Unconfident,18.126,9
52,17,SARFA,LoseALife,EnergyPill,False,Confident,9.122,11
52,1,OptimalAction,Dots,LoseALife,False,Confident,17.031,13
52,13,OptimalAction,EnergyPill,Survival,False,Neutral,18.152,14
52,13,OptimalAction,Survival,Dots,False,Unconfident,9.273,15
52,18,OptimalAction,Survival,LoseALife,False,Very Confident,8,12
53,6,DatasetSimilarity,Dots,Survival,False,Unconfident,15.639,11
53,19,DatasetSimilarity,Dots,Survival,False,Unconfident,17.769,9
53,7,DatasetSimilarity,Survival,Dots,False,Neutral,15.353,8
53,9,DatasetSimilarity,LoseALife,LoseALife,True,Unconfident,20.679,10
53,9,TemporalDecomposition,EnergyPill,Survival,False,Neutral,16.561,14
53,2,TemporalDecomposition,Survival,Dots,False,Neutral,21.974,12
53,6,TemporalDecomposition,Survival,Survival,True,Neutral,10.683,15
53,15,TemporalDecomposition,Survival,EnergyPill,False,Neutral,36.894,13
53,3,SARFA,EnergyPill,Dots,False,Neutral,17.639,0
53,7,SARFA,EnergyPill,LoseALife,False,Unconfident,7.898,3
53,16,SARFA,EnergyPill,EnergyPill,True,Unconfident,14.763,1
53,19,SARFA,Survival,Survival,True,Unconfident,10.166,2
53,13,OptimalAction,EnergyPill,EnergyPill,True,Very Unconfident,23.334,4
53,11,OptimalAction,Survival,Survival,True,Unconfident,10.467,6
53,3,OptimalAction,LoseALife,LoseALife,True,Unconfident,15.216,7
53,12,OptimalAction,LoseALife,Dots,False,Unconfident,14.778,5
54,1,DatasetSimilarity,Dots,EnergyPill,False,Confident,28.172,2
54,4,DatasetSimilarity,LoseALife,Dots,False,Neutral,33.732,1
54,7,DatasetSimilarity,LoseALife,LoseALife,True,Confident,19.164,0
54,10,DatasetSimilarity,LoseALife,LoseALife,True,Confident,15.401,3
54,3,TemporalDecomposition,EnergyPill,Dots,False,Unconfident,12.739,12
54,16,TemporalDecomposition,EnergyPill,EnergyPill,True,Neutral,9.646,15
54,9,TemporalDecomposition,Survival,LoseALife,False,Unconfident,11.835,14
54,16,TemporalDecomposition,Survival,Dots,False,Confident,17.373,13
54,7,SARFA,Dots,Dots,True,Neutral,13.564,6
54,18,SARFA,Dots,EnergyPill,False,Neutral,11.366,5
54,9,SARFA,EnergyPill,LoseALife,False,Unconfident,25.399,4
54,13,SARFA,EnergyPill,LoseALife,False,Neutral,8.453,7
54,7,OptimalAction,Dots,Survival,False,Unconfident,32.802,10
54,3,OptimalAction,EnergyPill,Dots,False,Confident,9.079,9
54,0,OptimalAction,Survival,LoseALife,False,Unconfident,12.33,11
54,5,OptimalAction,LoseALife,LoseALife,True,Confident,11.02,8
55,16,DatasetSimilarity,Dots,Dots,True,Neutral,23.006,2
55,11,DatasetSimilarity,EnergyPill,EnergyPill,True,Confident,25.466,0
55,18,DatasetSimilarity,Survival,Survival,True,Confident,17.777,1
55,3,DatasetSimilarity,LoseALife,LoseALife,True,Neutral,17.143,3
55,14,TemporalDecomposition,Dots,Survival,False,Confident,12.735,13
55,10,TemporalDecomposition,EnergyPill,Dots,False,Confident,13.383,12
55,18,TemporalDecomposition,EnergyPill,LoseALife,False,Confident,7.517,15
55,11,TemporalDecomposition,Survival,Dots,False,Neutral,9.521,14
55,10,SARFA,Dots,Survival,False,Neutral,9.245,9
55,2,SARFA,EnergyPill,Dots,False,Confident,8.703,10
55,19,SARFA,EnergyPill,LoseALife,False,Neutral,9.217,11
55,9,SARFA,LoseALife,Survival,False,Unconfident,13.533,8
55,2,OptimalAction,EnergyPill,Dots,False,Confident,5.537,5
55,6,OptimalAction,EnergyPill,Survival,False,Neutral,9.126,6
55,11,OptimalAction,EnergyPill,LoseALife,False,Neutral,16.262,4
55,19,OptimalAction,Survival,Dots,False,Neutral,14.025,7
56,3,DatasetSimilarity,EnergyPill,Dots,False,Confident,29.476,0
56,6,DatasetSimilarity,EnergyPill,EnergyPill,True,Confident,32.928,3
56,13,DatasetSimilarity,EnergyPill,Survival,False,Confident,8.553,2
56,8,DatasetSimilarity,LoseALife,Dots,False,Unconfident,29.038,1
56,4,TemporalDecomposition,Dots,EnergyPill,False,Very Confident,10.087,7
56,16,TemporalDecomposition,Dots,Survival,False,Confident,13.706,4
56,14,TemporalDecomposition,Survival,Dots,False,Neutral,8.574,6
56,12,TemporalDecomposition,LoseALife,LoseALife,True,Neutral,12.901,5
56,0,SARFA,Dots,Survival,False,Neutral,28.26,9
56,16,SARFA,EnergyPill,EnergyPill,True,Neutral,18.902,10
56,3,SARFA,LoseALife,Dots,False,Confident,11.27,8
56,5,SARFA,LoseALife,Dots,False,Confident,8.274,11
56,17,OptimalAction,Dots,Survival,False,Unconfident,14.039,15
56,19,OptimalAction,EnergyPill,LoseALife,False,Confident,7.17,12
56,1,OptimalAction,Survival,Dots,False,Unconfident,16.799,14
56,16,OptimalAction,LoseALife,Survival,False,Confident,9.362,13
57,3,DatasetSimilarity,Dots,Dots,True,Very Confident,22.816,1
57,11,DatasetSimilarity,EnergyPill,EnergyPill,True,Confident,17.139,3
57,9,DatasetSimilarity,LoseALife,EnergyPill,False,Very Confident,19.05,0
57,19,DatasetSimilarity,LoseALife,Survival,False,Very Confident,11.555,2
57,15,TemporalDecomposition,Dots,EnergyPill,False,Very Confident,11.505,9
57,3,TemporalDecomposition,Survival,Dots,False,Very Confident,17.971,8
57,5,TemporalDecomposition,Survival,Dots,False,Very Confident,12.992,10
57,5,TemporalDecomposition,LoseALife,LoseALife,True,Very Confident,12.999,11
57,1,SARFA,Dots,Survival,False,Very Confident,26.635,12
57,7,SARFA,EnergyPill,Survival,False,Confident,17.874,15
57,10,SARFA,Survival,Dots,False,Confident,22.493,13
57,17,SARFA,LoseALife,EnergyPill,False,Very Confident,16.533,14
57,4,OptimalAction,Survival,Survival,True,Confident,23.503,4
57,6,OptimalAction,Survival,Survival,True,Very Confident,12.694,7
57,12,OptimalAction,Survival,Survival,True,Very Confident,15.968,5
57,2,OptimalAction,LoseALife,Dots,False,Very Confident,10.752,6
58,10,DatasetSimilarity,EnergyPill,Dots,False,Neutral,10.601,11
58,15,DatasetSimilarity,Survival,Survival,True,Confident,12.073,10
58,13,DatasetSimilarity,LoseALife,EnergyPill,False,Confident,21.623,8
58,15,DatasetSimilarity,LoseALife,EnergyPill,False,Confident,13.791,9
58,6,TemporalDecomposition,Dots,EnergyPill,False,Confident,49.914,0
58,7,TemporalDecomposition,Dots,Dots,True,Neutral,17.028,2
58,9,TemporalDecomposition,Dots,Dots,True,Confident,16.285,1
58,18,TemporalDecomposition,EnergyPill,Survival,False,Confident,14.98,3
58,9,SARFA,Dots,EnergyPill,False,Neutral,14.997,6
58,0,SARFA,EnergyPill,Survival,False,Unconfident,11.057,7
58,17,SARFA,Survival,Dots,False,Unconfident,22.296,4
58,16,SARFA,LoseALife,Dots,False,Confident,9.87,5
58,17,OptimalAction,EnergyPill,Dots,False,Neutral,14.195,12
58,0,OptimalAction,Survival,Survival,True,Neutral,13.349,14
58,16,OptimalAction,Survival,Survival,True,Unconfident,11.801,15
58,11,OptimalAction,LoseALife,Survival,False,Neutral,13.238,13
59,6,DatasetSimilarity,Dots,Dots,True,Confident,11.908,14
59,18,DatasetSimilarity,EnergyPill,EnergyPill,True,Confident,14.761,15
59,13,DatasetSimilarity,LoseALife,EnergyPill,False,Confident,14.403,13
59,15,DatasetSimilarity,LoseALife,EnergyPill,False,Confident,19.035,12
59,11,TemporalDecomposition,Survival,Dots,False,Confident,22.958,5
59,8,TemporalDecomposition,LoseALife,LoseALife,True,Confident,19.761,4
59,10,TemporalDecomposition,LoseALife,EnergyPill,False,Neutral,14.398,6
59,11,TemporalDecomposition,LoseALife,Survival,False,Confident,7.331,7
59,14,SARFA,Dots,LoseALife,False,Unconfident,91.738,3
59,1,SARFA,EnergyPill,Survival,False,Unconfident,17.525,1
59,13,SARFA,EnergyPill,Survival,False,Neutral,76.763,0
59,0,SARFA,LoseALife,EnergyPill,False,Unconfident,11.117,2
59,9,OptimalAction,Dots,Dots,True,Neutral,11.641,11
59,15,OptimalAction,EnergyPill,EnergyPill,True,Confident,17.415,9
59,10,OptimalAction,Survival,Dots,False,Unconfident,17.729,10
59,16,OptimalAction,Survival,Survival,True,Confident,23.146,8
60,10,DatasetSimilarity,Dots,EnergyPill,False,Confident,26.003,0
60,0,DatasetSimilarity,EnergyPill,EnergyPill,True,Confident,29.29,1
60,15,DatasetSimilarity,Survival,Survival,True,Confident,12.222,3
60,4,DatasetSimilarity,LoseALife,EnergyPill,False,Confident,22.503,2
60,2,TemporalDecomposition,EnergyPill,LoseALife,False,Neutral,13.724,14
60,15,TemporalDecomposition,EnergyPill,EnergyPill,True,Neutral,25.44,12
60,12,TemporalDecomposition,LoseALife,Dots,False,Confident,17.628,13
60,19,TemporalDecomposition,LoseALife,Dots,False,Neutral,18.929,15
60,1,SARFA,Dots,Dots,True,Unconfident,12.931,6
60,12,SARFA,Dots,Survival,False,Unconfident,38.3,7
60,1,SARFA,EnergyPill,Survival,False,Unconfident,25.501,5
60,12,SARFA,Survival,Dots,False,Unconfident,30.041,4
60,1,OptimalAction,EnergyPill,Dots,False,Neutral,12.158,9
60,12,OptimalAction,EnergyPill,EnergyPill,True,Neutral,27.616,8
60,4,OptimalAction,Survival,LoseALife,False,Neutral,16.471,11
60,7,OptimalAction,Survival,EnergyPill,False,Neutral,13.686,10
62,1,DatasetSimilarity,Dots,Dots,True,Neutral,12.959,7
62,5,DatasetSimilarity,Dots,EnergyPill,False,Neutral,11.37,6
62,4,DatasetSimilarity,Survival,Survival,True,Confident,9.951,4
62,14,DatasetSimilarity,LoseALife,LoseALife,True,Very Unconfident,24.509,5
62,0,TemporalDecomposition,EnergyPill,Dots,False,Neutral,14.184,3
62,5,TemporalDecomposition,EnergyPill,EnergyPill,True,Neutral,8.114,2
62,12,TemporalDecomposition,EnergyPill,Survival,False,Unconfident,5.562,1
62,5,TemporalDecomposition,Survival,Dots,False,Unconfident,38.061,0
62,2,SARFA,EnergyPill,Survival,False,Neutral,13.002,10
62,8,SARFA,EnergyPill,Dots,False,Unconfident,18.941,8
62,19,SARFA,EnergyPill,Survival,False,Neutral,28.899,11
62,9,SARFA,LoseALife,Dots,False,Confident,7.666,9
62,8,OptimalAction,EnergyPill,LoseALife,False,Very Confident,10.665,12
62,15,OptimalAction,EnergyPill,Survival,False,Confident,15.086,13
62,17,OptimalAction,Survival,EnergyPill,False,Confident,8.815,14
62,7,OptimalAction,LoseALife,Dots,False,Confident,8.653,15
63,6,DatasetSimilarity,EnergyPill,EnergyPill,True,Confident,8.53,15
63,11,DatasetSimilarity,EnergyPill,EnergyPill,True,Very Confident,15.655,12
63,7,DatasetSimilarity,Survival,Survival,True,Confident,9.011,14
63,10,DatasetSimilarity,Survival,Survival,True,Confident,8.301,13
63,2,TemporalDecomposition,Dots,EnergyPill,False,Neutral,6.575,10
63,8,TemporalDecomposition,Dots,Survival,False,Unconfident,10.284,11
63,1,TemporalDecomposition,Survival,Survival,True,Unconfident,12.559,9
63,10,TemporalDecomposition,Survival,Dots,False,Neutral,22.237,8
63,18,SARFA,EnergyPill,Dots,False,Very Confident,9.992,2
63,4,SARFA,Survival,EnergyPill,False,Confident,27.056,0
63,8,SARFA,Survival,EnergyPill,False,Very Confident,7.251,3
63,11,SARFA,Survival,LoseALife,False,Neutral,14.878,1
63,0,OptimalAction,Survival,LoseALife,False,Neutral,17.679,6
63,12,OptimalAction,Survival,Dots,False,Confident,6.3,7
63,5,OptimalAction,LoseALife,Survival,False,Confident,8.852,4
63,13,OptimalAction,LoseALife,LoseALife,True,Confident,14.074,5
64,14,DatasetSimilarity,Dots,Dots,True,Confident,10.713,6
64,5,DatasetSimilarity,EnergyPill,EnergyPill,True,Neutral,29.431,4
64,14,DatasetSimilarity,EnergyPill,Dots,False,Neutral,14.856,5
64,9,DatasetSimilarity,LoseALife,LoseALife,True,Confident,15.43,7
64,3,TemporalDecomposition,Dots,Survival,False,Neutral,9.988,11
64,13,TemporalDecomposition,Dots,Dots,True,Confident,21.823,9
64,11,TemporalDecomposition,EnergyPill,EnergyPill,True,Neutral,10.454,10
64,10,TemporalDecomposition,LoseALife,LoseALife,True,Neutral,19.714,8
64,3,SARFA,Dots,LoseALife,False,Unconfident,21.637,2
64,18,SARFA,EnergyPill,EnergyPill,True,Confident,13.942,1
64,0,SARFA,Survival,Dots,False,Very Confident,9.879,3
64,8,SARFA,LoseALife,Dots,False,Confident,19.2,0
64,2,OptimalAction,EnergyPill,Dots,False,Neutral,9.981,14
64,7,OptimalAction,EnergyPill,Dots,False,Confident,13.408,13
64,2,OptimalAction,Survival,Survival,True,Neutral,11.426,12
64,14,OptimalAction,LoseALife,EnergyPill,False,Unconfident,11.179,15
65,11,DatasetSimilarity,EnergyPill,EnergyPill,True,Very Confident,16.771,5
65,19,DatasetSimilarity,EnergyPill,EnergyPill,True,Very Confident,10.171,6
65,17,DatasetSimilarity,Survival,Survival,True,Very Confident,16.39,4
65,1,DatasetSimilarity,LoseALife,LoseALife,True,Very Confident,9.831,7
65,6,TemporalDecomposition,EnergyPill,Dots,False,Very Confident,9.537,2
65,11,TemporalDecomposition,Survival,Survival,True,Unconfident,51.17,0
65,15,TemporalDecomposition,LoseALife,LoseALife,True,Very Confident,19.364,1
65,16,TemporalDecomposition,LoseALife,EnergyPill,False,Unconfident,10.625,3
65,15,SARFA,EnergyPill,LoseALife,False,Very Confident,10.601,12
65,18,SARFA,EnergyPill,Dots,False,Very Confident,8.065,13
65,1,SARFA,Survival,Dots,False,Very Confident,10.099,15
65,9,SARFA,Survival,Survival,True,Very Confident,7.027,14
65,15,OptimalAction,Dots,LoseALife,False,Very Confident,13.102,11
65,7,OptimalAction,EnergyPill,Survival,False,Very Confident,35.918,8
65,9,OptimalAction,Survival,Dots,False,Unconfident,9.411,9
65,18,OptimalAction,LoseALife,LoseALife,True,Unconfident,102.935,10
66,0,DatasetSimilarity,Dots,EnergyPill,False,Very Confident,16.353,11
66,6,DatasetSimilarity,Dots,Dots,True,Confident,26.655,8
66,15,DatasetSimilarity,EnergyPill,EnergyPill,True,Confident,14.137,10
66,11,DatasetSimilarity,Survival,Survival,True,Confident,18.483,9
66,14,TemporalDecomposition,Dots,Dots,True,Very Unconfident,16.645,12
66,6,TemporalDecomposition,Survival,Dots,False,Unconfident,11.165,13
66,11,TemporalDecomposition,LoseALife,LoseALife,True,Neutral,13.372,14
66,17,TemporalDecomposition,LoseALife,LoseALife,True,Neutral,13.407,15
66,0,SARFA,Dots,LoseALife,False,Confident,19.559,1
66,8,SARFA,EnergyPill,EnergyPill,True,Confident,17.746,3
66,14,SARFA,EnergyPill,Dots,False,Neutral,20.203,2
66,12,SARFA,Survival,EnergyPill,False,Unconfident,46.344,0
66,11,OptimalAction,Dots,EnergyPill,False,Confident,14.534,7
66,4,OptimalAction,EnergyPill,Dots,False,Confident,28.438,5
66,15,OptimalAction,EnergyPill,Survival,False,Confident,23.578,6
66,5,OptimalAction,Survival,Survival,True,Confident,23.658,4
67,0,DatasetSimilarity,EnergyPill,EnergyPill,True,Confident,6.32,7
67,1,DatasetSimilarity,EnergyPill,EnergyPill,True,Confident,10.204,5
67,10,DatasetSimilarity,Survival,Dots,False,Confident,9.813,6
67,6,DatasetSimilarity,LoseALife,LoseALife,True,Confident,12.44,4
67,6,TemporalDecomposition,Dots,Dots,True,Confident,8.068,9
67,19,TemporalDecomposition,Dots,Dots,True,Confident,6.47,11
67,4,TemporalDecomposition,EnergyPill,Survival,False,Unconfident,12.168,8
67,0,TemporalDecomposition,LoseALife,Survival,False,Confident,10.253,10
67,19,SARFA,Dots,Dots,True,Confident,14.329,2
67,13,SARFA,EnergyPill,Survival,False,Confident,15.748,1
67,6,SARFA,Survival,Dots,False,Confident,33.385,0
67,2,SARFA,LoseALife,Dots,False,Confident,14.072,3
67,9,OptimalAction,Dots,Dots,True,Confident,9.616,12
67,11,OptimalAction,Dots,EnergyPill,False,Confident,9.936,14
67,6,OptimalAction,EnergyPill,Dots,False,Confident,9.154,13
67,6,OptimalAction,LoseALife,Dots,False,Confident,8.18,15
68,17,DatasetSimilarity,Dots,Dots,True,Confident,21.43,9
68,2,DatasetSimilarity,EnergyPill,Dots,False,Neutral,16.745,11
68,19,DatasetSimilarity,Survival,LoseALife,False,Confident,23.195,10
68,12,DatasetSimilarity,LoseALife,EnergyPill,False,Neutral,30.236,8
68,11,TemporalDecomposition,EnergyPill,Dots,False,Confident,33.644,13
68,17,TemporalDecomposition,EnergyPill,Dots,False,Confident,21.408,15
68,11,TemporalDecomposition,Survival,Survival,True,Confident,23.908,12
68,3,TemporalDecomposition,LoseALife,LoseALife,True,Neutral,21.422,14
68,11,SARFA,Dots,EnergyPill,False,Confident,91.129,0
68,2,SARFA,LoseALife,Survival,False,Confident,27.311,1
68,11,SARFA,LoseALife,Dots,False,Confident,27.538,2
68,14,SARFA,LoseALife,LoseALife,True,Confident,24.073,3
68,0,OptimalAction,Dots,Survival,False,Confident,24.991,5
68,8,OptimalAction,EnergyPill,Survival,False,Neutral,29.885,7
68,2,OptimalAction,Survival,Dots,False,Confident,24.226,6
68,4,OptimalAction,LoseALife,LoseALife,True,Confident,38.177,4
69,3,DatasetSimilarity,Dots,LoseALife,False,Confident,16.665,8
69,4,DatasetSimilarity,Survival,LoseALife,False,Confident,10.243,11
69,17,DatasetSimilarity,Survival,EnergyPill,False,Confident,15.955,9
